	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
32387	SNORD2	619567	15	15	0	0	0	0	0	
32388	SNORD20	6082	27	26	0	0	604012	1	0	
32389	SNORD21	6083	13	13	0	0	603635	3	0	
32390	SNORD22	9304	13	13	0	0	603223	3	0	
32391	SNORD23	692091	4	4	0	0	0	2	0	
32392	SNORD24	26820	17	17	0	0	0	0	0	
32393	SNORD25	9303	13	13	0	0	603224	3	0	
32394	SNORD26	9302	13	13	0	0	603225	3	0	
32395	SNORD27	9301	13	13	0	0	603226	3	0	
32396	SNORD28	9300	13	13	0	0	603227	3	0	
32398	SNORD29	9297	13	13	0	0	603228	3	0	
32399	SNORD30	9299	13	13	0	0	603229	3	0	
32400	SNORD31	9298	13	13	0	0	603230	3	0	
32402	SNORD32A	26819	2	2	0	0	0	0	0	
32403	SNORD32B	692092	3	3	0	0	0	1	0	
32404	SNORD33	26818	2	2	0	0	0	0	0	
32405	SNORD34	26817	2	2	0	0	0	0	0	
32406	SNORD35A	26816	2	2	0	0	0	0	0	
32407	SNORD35B	84546	2	2	0	0	0	0	0	
32408	SNORD36A	26815	17	17	0	0	0	0	0	
32409	SNORD36B	26814	17	17	0	0	0	0	0	
32410	SNORD36C	26813	17	17	0	0	0	0	0	
32411	SNORD37	26812	12	12	0	0	0	1	0	
32412	SNORD38A	94162	2	2	0	0	0	2	0	
32413	SNORD38B	94163	2	2	0	0	0	2	0	
32416	SNORD3A	780851	110	109	0	0	180710	7	0	
32417	SNORD3B-1	26851	54	54	0	0	0	1	0	
32418	SNORD3B-2	780852	54	54	0	0	0	1	0	
32419	SNORD3C	780853	53	53	0	0	0	2	0	
32420	SNORD3D	780854	56	56	0	0	0	2	0	
32428	SNORD3P3	26843	5	5	0	0	0	0	0	
32429	SNORD41	26810	9	9	0	0	0	1	0	
32430	SNORD42A	26809	1	1	0	0	0	0	0	
32431	SNORD42B	26808	1	1	0	0	0	0	0	
32432	SNORD43	26807	18	17	0	0	611068	1	0	
32433	SNORD44	26806	18	18	0	0	0	0	0	
32434	SNORD45A	26805	6	6	0	0	0	1	0	
32435	SNORD45B	26804	6	6	0	0	0	1	0	
32436	SNORD45C	692085	6	6	0	0	0	1	0	
32437	SNORD46	94161	2	2	0	0	0	2	0	
32438	SNORD47	26802	18	18	0	0	0	0	0	
32439	SNORD48	26801	1	1	0	0	0	0	0	
32440	SNORD49A	26800	17	17	0	0	0	1	0	
32441	SNORD49B	692087	17	17	0	0	0	1	0	
32442	SNORD4A	26773	1	1	0	0	0	0	0	
32443	SNORD4B	26772	1	1	0	0	0	0	0	
32444	SNORD5	692072	4	4	0	0	0	0	0	
32445	SNORD50A	26799	21	21	0	0	613117	4	0	
32446	SNORD50B	692088	21	21	0	0	613264	4	0	
32447	SNORD51	26798	10	10	0	0	0	0	0	
32448	SNORD52	26797	1	1	0	0	0	0	0	
32449	SNORD53	26796	8	8	0	0	0	4	0	
32451	SNORD54	26795	16	16	0	0	0	0	0	
32452	SNORD55	26811	2	2	0	0	0	2	0	
32453	SNORD56	26793	14	14	0	0	0	3	0	
32454	SNORD56B	319139	4	4	0	0	0	1	0	
32455	SNORD57	26792	14	14	0	0	0	3	0	
32456	SNORD58A	26791	19	17	0	0	0	0	0	
32457	SNORD58B	26790	19	17	0	0	0	0	0	
32458	SNORD58C	100124516	19	17	0	0	0	0	0	
32459	SNORD59A	26789	2	2	0	0	0	1	0	
32460	SNORD59B	692090	2	2	0	0	0	1	0	
32461	SNORD6	692075	4	4	0	0	0	0	0	
32462	SNORD60	26788	11	11	0	0	0	1	0	
32463	SNORD61	26787	87	83	0	0	0	0	0	
32464	SNORD62A	26786	17	17	0	0	0	0	0	
32465	SNORD62B	692093	17	17	0	0	0	0	0	
32466	SNORD63	26785	6	6	0	0	0	1	0	
32468	SNORD64	347686	154	147	0	0	0	1	0	
32469	SNORD65	692106	17	17	0	0	0	1	0	
32472	SNORD66	692107	20	20	0	0	0	2	0	
32473	SNORD67	692108	4	4	0	0	0	0	0	
32474	SNORD68	606500	20	20	0	0	0	1	0	
32475	SNORD69	692109	2	2	0	0	0	0	0	
32476	SNORD7	692076	1	1	0	0	0	1	0	
32477	SNORD70	692110	13	13	0	0	0	1	0	
32479	SNORD71	692111	15	15	0	0	0	2	0	
32480	SNORD72	619564	6	6	0	0	0	0	0	
32481	SNORD73A	8944	31	31	0	0	603568	3	0	
32482	SNORD73B	114655	10	10	0	0	0	1	0	
32483	SNORD74	619498	18	18	0	0	0	0	0	
32485	SNORD75	692195	18	18	0	0	0	0	0	
32486	SNORD76	692196	18	18	0	0	0	0	0	
32487	SNORD77	692197	18	18	0	0	0	0	0	
32489	SNORD78	692198	18	18	0	0	0	0	0	
32490	SNORD79	26770	18	18	0	0	0	0	0	
32491	SNORD8	319103	14	14	0	0	618943	2	0	
32492	SNORD80	26774	18	18	0	0	0	0	0	
32493	SNORD81	26769	18	18	0	0	0	0	0	
32494	SNORD82	25826	27	26	0	0	611133	1	0	
32495	SNORD83A	116937	19	18	0	0	611070	2	0	
32496	SNORD83B	116938	19	18	0	0	611071	2	0	
32497	SNORD84	692199	1	1	0	0	0	0	0	
32498	SNORD86	692201	14	14	0	0	0	3	0	
32499	SNORD87	641648	32	32	0	0	612216	7	0	
32500	SNORD88A	692202	5	5	0	0	0	0	0	
32501	SNORD88B	692203	5	5	0	0	0	0	0	
32502	SNORD88C	692204	5	5	0	0	0	0	0	
32503	SNORD89	692205	11	11	0	0	0	4	0	
32504	SNORD9	692053	15	15	0	0	0	2	0	
32505	SNORD90	692206	13	13	0	0	0	0	0	
32506	SNORD91A	692207	27	27	0	0	0	2	0	
32507	SNORD91B	692208	27	27	0	0	0	2	0	
32508	SNORD92	692209	8	8	0	0	0	4	0	
32509	SNORD93	692210	14	14	0	0	0	1	0	
32510	SNORD94	692225	8	8	0	0	0	4	0	
32511	SNORD95	619570	9	9	0	0	0	2	0	
32512	SNORD96A	619571	9	9	0	0	0	2	0	
32513	SNORD96B	692226	82	78	0	0	0	2	0	
32514	SNORD97	692223	2	2	0	0	0	0	0	
32515	SNORD98	692211	6	6	0	0	0	1	0	
32516	SNORD99	692212	5	5	0	0	0	2	0	
32517	SNPH	9751	43	43	0	1	604942	7	0	
32518	SNRK	54861	19	19	7	0	612760	5	0	
32520	SNRNP200	23020	990	807	929	15	601664	367	33	
32521	SNRNP25	79622	60	60	0	0	0	14	0	
32522	SNRNP27	11017	17	17	0	0	619629	3	0	
32523	SNRNP35	11066	29	29	0	0	619631	9	0	
32524	SNRNP40	9410	17	17	0	0	607797	5	0	
32525	SNRNP48	154007	35	35	0	0	0	3	0	
32526	SNRNP70	6625	16	15	1	0	180740	5	0	
32527	SNRPA	6626	13	13	4	2	182285	0	0	
32528	SNRPA1	6627	90	90	0	0	603521	10	0	
32530	SNRPB	6628	77	74	51	6	182282	18	0	
32531	SNRPB2	6629	25	25	0	0	603520	5	0	
32532	SNRPC	6631	16	16	0	0	603522	4	0	
32533	SNRPD1	6632	37	35	0	0	601063	2	0	
32534	SNRPD2	6633	15	15	0	0	601061	5	0	
32535	SNRPD3	6634	95	91	0	0	601062	36	0	
32536	SNRPE	6635	18	17	3	2	128260	3	0	
32537	SNRPF	6636	8	8	0	0	603541	0	0	
32538	SNRPF-DT	105369921	2	2	0	0	0	0	0	
32539	SNRPG	6637	13	13	0	0	603542	2	0	
32540	SNRPN	6638	389	377	50	5	182279	48	3	
32541	SNTA1	6640	797	396	780	2	601017	206	34	
32542	SNTB1	6641	51	51	1	2	600026	1	0	
32543	SNTB2	6645	35	33	0	0	600027	9	0	
32544	SNTG1	54212	48	48	3	0	608714	15	0	
32545	SNTG2	54221	102	102	16	1	608715	37	0	
32546	SNTG2-AS1	101060391	32	32	0	0	0	7	0	
32547	SNTN	132203	15	15	0	0	617832	3	0	
32548	SNU13	4809	27	26	0	0	601304	5	0	
32549	SNUPN	10073	38	37	0	0	607902	8	0	
32550	SNURF	8926	349	337	2	2	0	31	1	
32551	SNW1	22938	25	25	0	0	603055	7	0	
32552	SNX1	6642	12	11	0	0	601272	1	0	
32553	SNX10	29887	118	111	83	11	614780	40	0	
32554	SNX10-AS1	105375304	17	17	0	0	0	4	0	
32555	SNX11	29916	9	9	0	0	614906	0	0	
32556	SNX12	29934	134	128	0	0	300883	8	0	
32557	SNX13	23161	59	59	3	1	606589	16	0	
32558	SNX14	57231	188	162	162	27	616105	33	5	
32559	SNX15	29907	12	11	0	0	605964	2	0	
32560	SNX16	64089	39	39	0	0	614903	7	0	
32561	SNX17	9784	35	32	0	0	605963	15	0	
32562	SNX18	112574	22	22	3	0	0	7	0	
32563	SNX19	399979	92	92	8	0	0	4	0	
32564	SNX2	6643	33	32	1	0	605929	10	0	
32565	SNX20	124460	27	27	1	0	613281	3	0	
32566	SNX21	90203	10	10	0	0	619200	0	0	
32567	SNX22	79856	71	55	0	7	0	23	0	
32568	SNX24	28966	33	32	1	0	0	10	0	
32569	SNX25	83891	133	133	1	3	0	25	0	
32570	SNX27	81609	310	296	296	13	611541	148	0	
32571	SNX29	92017	46	46	0	0	0	17	0	
32572	SNX3	8724	24	24	1	0	605930	3	0	
32573	SNX30	401548	47	47	1	0	0	3	0	
32574	SNX31	169166	39	39	0	0	619839	2	0	
32575	SNX32	254122	14	13	0	0	0	3	0	
32576	SNX33	257364	37	36	0	2	619107	7	0	
32577	SNX4	8723	22	22	0	0	605931	6	0	
32578	SNX5	27131	23	23	0	0	605937	2	0	
32579	SNX6	58533	28	28	0	0	606098	6	0	
32580	SNX7	51375	17	17	1	0	614904	5	0	
32581	SNX8	29886	57	57	4	0	614905	17	0	
32582	SNX9	51429	31	31	4	2	605952	2	0	
32584	SOAT1	6646	34	33	5	0	102642	2	0	
32585	SOAT2	8435	16	16	4	0	601311	4	0	
32586	SOBP	55084	109	89	76	1	613667	34	3	
32588	SOCS1	8651	60	51	25	9	603597	13	0	
32589	SOCS2	8835	17	17	0	0	605117	2	0	
32590	SOCS2-AS1	144481	4	4	0	0	617269	1	0	
32591	SOCS3	9021	19	19	1	0	604176	1	0	
32592	SOCS3-DT	101928674	6	6	0	0	0	1	0	
32593	SOCS4	122809	18	18	2	0	616337	1	0	
32594	SOCS5	9655	24	24	3	0	607094	4	0	
32595	SOCS6	9306	141	139	1	0	605118	9	0	
32596	SOCS7	30837	11	11	0	0	608788	2	0	
32597	SOD1	6647	397	253	329	82	147450	57	13	
32599	SOD2	6648	36	34	6	1	147460	7	1	
32600	SOD2-OT1	100129518	9	9	0	0	0	1	0	
32601	SOD3	6649	37	37	5	1	185490	1	0	
32602	SOGA1	140710	18	18	4	1	0	3	0	
32603	SOGA3	387104	26	26	5	0	0	7	0	
32605	SOHLH1	402381	74	68	21	4	610224	7	0	
32606	SOHLH2	54937	47	47	0	0	616066	2	0	
32607	SON	6651	657	549	570	98	182465	191	5	
32608	SORBS1	10580	34	34	11	2	605264	9	0	
32609	SORBS2	8470	145	145	5	3	616349	25	0	
32610	SORBS3	10174	91	91	17	0	610795	3	0	
32611	SORCS1	114815	46	46	12	2	606283	15	0	
32612	SORCS2	57537	111	111	11	3	606284	11	0	
32613	SORCS3	22986	32	32	10	0	606285	7	0	
32614	SORCS3-AS1	100505890	5	5	0	0	0	1	0	
32615	SORD	6652	106	78	72	6	182500	20	1	
32616	SORL1	6653	374	320	328	8	602005	110	1	
32618	SORT1	6272	29	29	5	0	602458	6	0	
32619	SOS1	6654	2995	1224	2952	61	182530	620	67	
32620	SOS1-IT1	100505911	26	26	0	0	0	3	0	
32621	SOS2	6655	1503	916	1485	8	601247	414	15	
32622	SOST	50964	94	85	75	7	605740	36	2	
32623	SOSTDC1	25928	47	47	4	0	609675	5	0	
32624	SOWAHA	134548	24	23	0	1	0	2	0	
32625	SOWAHB	345079	26	26	1	0	0	4	0	
32626	SOWAHC	65124	38	38	0	0	0	14	0	
32627	SOWAHD	347454	167	161	0	0	0	6	0	
32628	SOX1	6656	115	115	3	0	602148	6	0	
32629	SOX1-OT	100505996	49	49	0	1	0	1	0	
32630	SOX10	6663	458	302	421	119	602229	75	11	
32631	SOX11	6664	149	130	114	32	600898	37	6	
32632	SOX12	6666	64	64	3	0	601947	14	0	
32633	SOX13	9580	16	15	0	1	604748	1	0	
32634	SOX14	8403	21	21	1	0	604747	4	0	
32635	SOX15	6665	26	25	0	0	601297	7	0	
32636	SOX17	64321	85	71	56	4	610928	16	2	
32637	SOX18	54345	86	76	32	6	601618	13	0	
32638	SOX2	6657	215	174	173	75	184429	25	1	
32639	SOX2-OT	347689	215	174	1	82	616338	25	0	
32640	SOX21	11166	73	73	1	0	604974	5	0	
32641	SOX21-AS1	100507533	26	26	0	0	0	0	0	
32642	SOX3	6658	290	230	94	4	313430	22	3	
32643	SOX30	11063	27	27	6	1	606698	1	0	
32644	SOX4	6659	74	66	54	7	184430	28	1	
32645	SOX5	6660	245	205	158	75	604975	51	1	
32646	SOX5-AS1	101928471	11	11	0	0	0	0	0	
32647	SOX6	55553	92	88	57	17	607257	16	0	
32648	SOX7	83595	123	123	5	0	612202	10	0	
32649	SOX8	30812	79	75	11	0	605923	14	0	
32650	SOX9	6662	375	280	347	100	608160	72	12	
32651	SOX9-AS1	400618	8	8	0	0	0	0	0	
32653	SP1	6667	20	20	7	1	189906	2	0	
32654	SP100	6672	35	34	3	1	604585	3	0	
32655	SP110	3431	442	341	408	24	604457	169	9	
32656	SP140	11262	242	191	8	10	608602	83	0	
32657	SP140L	93349	37	36	1	0	617747	3	0	
32658	SP2	6668	11	11	0	0	601801	3	0	
32659	SP2-AS1	100506325	3	3	0	0	0	1	0	
32660	SP2-DT	102724532	3	3	0	0	0	1	0	
32661	SP3	6670	42	42	5	0	601804	6	0	
32662	SP4	6671	37	37	3	0	600540	8	0	
32663	SP5	389058	20	20	0	0	609391	0	0	
32664	SP6	80320	14	13	3	2	608613	3	0	
32665	SP7	121340	123	93	110	2	606633	44	3	
32666	SP8	221833	35	35	2	0	608306	5	0	
32667	SP9	100131390	44	44	5	4	0	5	0	
32668	SPA17	53340	60	60	0	0	608621	5	0	
32669	SPAAR	158376	31	30	0	0	617627	1	0	
32670	SPACA1	81833	19	19	0	0	612739	3	0	
32671	SPACA3	124912	13	13	3	0	612749	1	0	
32672	SPACA4	171169	19	18	0	0	609932	3	0	
32673	SPACA5	389852	158	152	0	0	300593	9	0	
32674	SPACA5B	729201	159	153	0	0	0	10	0	
32675	SPACA6	147650	8	8	0	0	618945	1	0	
32676	SPACA6-AS1	102238594	8	8	0	0	0	1	0	
32677	SPACA7	122258	112	112	0	0	0	5	0	
32678	SPACA9	11092	38	38	0	0	618552	3	0	
32679	SPACDR	402573	23	23	1	0	619782	4	0	
32681	SPAG1	6674	454	341	413	46	603395	124	5	
32682	SPAG11A	653423	200	188	0	0	0	2	0	
32683	SPAG11B	10407	204	192	0	0	606560	2	0	
32684	SPAG16	79582	47	47	4	2	612173	13	0	
32685	SPAG16-DT	100130451	9	9	0	0	0	1	0	
32686	SPAG17	200162	25	25	12	2	616554	1	0	
32687	SPAG4	6676	15	15	0	0	603038	0	0	
32688	SPAG5	10615	16	16	2	0	615562	2	0	
32689	SPAG5-AS1	100506436	2	2	0	0	0	1	0	
32690	SPAG6	9576	29	29	2	0	605730	3	0	
32691	SPAG7	9552	36	36	3	0	610056	10	0	
32692	SPAG8	26206	159	141	10	13	605731	34	0	
32693	SPAG9	9043	21	21	9	1	605430	1	0	
32694	SPAM1	6677	29	29	0	0	600930	4	0	
32695	SPANXA1	30014	207	201	0	0	300305	10	0	
32696	SPANXA2	728712	207	201	0	0	300493	10	0	
32697	SPANXA2-OT1	619455	104	100	0	0	0	4	0	
32698	SPANXB1	728695	196	190	0	0	300669	7	0	
32699	SPANXC	64663	207	201	0	0	300330	13	0	
32700	SPANXD	64648	195	189	0	0	300670	6	0	
32701	SPANXN1	494118	205	199	0	0	300664	9	0	
32702	SPANXN2	494119	194	188	0	0	300665	4	0	
32703	SPANXN3	139067	194	188	0	0	300666	5	0	
32704	SPANXN4	441525	192	185	2	0	300667	5	0	
32705	SPANXN5	494197	145	139	0	0	300668	5	0	
32706	SPARC	6678	127	106	111	2	182120	25	0	
32707	SPARCL1	8404	27	27	0	0	606041	4	0	
32708	SPART	23111	374	274	321	17	607111	128	15	
32709	SPART-AS1	100507135	31	30	0	0	0	3	0	
32710	SPAST	6683	1445	1014	1291	545	604277	260	34	
32711	SPATA1	100505741	20	20	0	0	0	3	0	
32712	SPATA12	353324	9	9	0	0	609869	2	0	
32713	SPATA13	221178	79	78	0	0	613324	26	0	
32714	SPATA13-AS1	100874231	33	32	0	0	0	11	0	
32715	SPATA16	83893	90	80	65	1	609856	40	3	
32716	SPATA17	128153	41	40	0	0	611032	7	0	
32717	SPATA17-AS1	103752555	15	15	0	0	0	2	0	
32718	SPATA18	132671	23	23	4	0	612814	5	0	
32719	SPATA19	219938	93	93	0	0	609805	5	0	
32720	SPATA2	9825	15	15	0	0	607662	3	0	
32721	SPATA20	64847	11	11	0	0	613939	0	0	
32722	SPATA21	374955	21	21	1	1	0	4	0	
32723	SPATA22	84690	675	409	8	92	617673	103	0	
32724	SPATA24	202051	38	36	0	0	0	10	0	
32725	SPATA25	128497	14	12	0	0	618936	0	0	
32726	SPATA2L	124044	68	68	0	0	0	20	0	
32727	SPATA3	130560	29	28	0	0	619857	2	0	
32728	SPATA3-AS1	348761	11	11	0	0	0	0	0	
32729	SPATA31A1	647060	50	50	0	0	0	1	0	
32730	SPATA31A3	727830	49	49	0	0	0	1	0	
32731	SPATA31A5	727905	49	49	0	0	0	1	0	
32732	SPATA31A6	389730	50	50	0	0	0	1	0	
32733	SPATA31A7	26165	46	46	0	0	616584	1	0	
32734	SPATA31C1	441452	43	43	0	0	0	8	0	
32735	SPATA31C2	645961	38	38	0	1	0	4	0	
32736	SPATA31D1	389763	35	35	0	0	0	3	0	
32737	SPATA31D3	389762	36	36	0	0	0	3	0	
32738	SPATA31D4	389761	37	37	0	0	0	3	0	
32739	SPATA31E1	286234	42	42	0	0	0	7	0	
32740	SPATA32	124783	11	11	0	0	0	1	0	
32741	SPATA33	124045	67	67	0	0	615409	22	0	
32742	SPATA4	132851	74	74	0	0	609879	5	0	
32743	SPATA41	388182	34	34	0	0	0	3	0	
32744	SPATA42	642864	8	8	0	0	0	1	0	
32745	SPATA45	149643	33	31	0	0	0	5	0	
32746	SPATA46	284680	23	21	0	0	617257	5	0	
32747	SPATA48	100130988	19	19	0	1	0	2	0	
32748	SPATA5	166378	822	646	780	84	613940	295	19	
32749	SPATA5L1	79029	64	51	39	19	619578	13	1	
32750	SPATA6	54558	13	13	1	0	613947	5	0	
32751	SPATA6L	55064	181	180	0	1	0	12	0	
32752	SPATA7	55812	509	332	479	46	609868	166	21	
32753	SPATA8	145946	55	55	0	0	613948	3	0	
32754	SPATA8-AS1	100652749	18	18	0	0	0	0	0	
32755	SPATA9	83890	31	30	0	0	608039	7	0	
32756	SPATC1	375686	72	71	1	0	610874	9	0	
32757	SPATC1L	84221	136	123	8	0	612412	20	0	
32758	SPATS1	221409	13	13	0	0	0	0	0	
32759	SPATS2	65244	12	12	1	1	611667	3	0	
32760	SPATS2L	26010	36	36	1	1	613817	2	0	
32761	SPC24	147841	15	15	0	0	609394	3	0	
32762	SPC25	57405	19	19	0	0	609395	2	0	
32763	SPCS1	28972	10	10	0	0	610358	1	0	
32764	SPCS2	9789	9	9	0	0	619411	0	0	
32765	SPCS3	60559	74	74	0	0	618854	7	0	
32766	SPDEF	25803	12	12	2	0	608144	2	0	
32767	SPDL1	54908	30	30	7	1	616401	4	0	
32768	SPDYA	245711	25	25	1	0	614029	8	0	
32769	SPDYC	387778	12	11	0	0	614030	2	0	
32770	SPDYE1	285955	24	24	0	0	617623	1	0	
32772	SPDYE11	100996746	15	15	0	0	0	2	0	
32777	SPDYE16	102723555	20	20	0	0	0	3	0	
32778	SPDYE17	102723849	9	9	0	0	0	1	0	
32779	SPDYE18	100505767	9	9	0	0	0	1	0	
32780	SPDYE2	441273	22	22	0	0	617624	2	0	
32782	SPDYE2B	100310812	21	21	0	0	0	2	0	
32783	SPDYE3	441272	24	24	0	0	617625	4	0	
32784	SPDYE4	388333	15	15	0	0	617628	4	0	
32785	SPDYE5	442590	35	35	0	1	0	9	0	
32786	SPDYE6	729597	23	23	0	0	0	3	0	
32790	SPECC1	92521	115	115	2	15	608793	13	0	
32791	SPECC1L	23384	276	230	167	18	614140	88	0	
32792	SPECC1L-ADORA2A	101730217	222	176	0	18	0	73	0	
32793	SPEF1	25876	37	37	0	0	610674	12	0	
32794	SPEF2	79925	148	123	118	11	610172	5	1	
32795	SPEG	10290	1011	907	972	15	615950	426	19	
32796	SPEGNB	100996693	9	9	0	0	0	1	0	
32797	SPEM1	374768	26	25	1	0	615116	2	0	
32798	SPEM2	201243	25	24	0	0	0	2	0	
32800	SPEN	23013	157	140	125	44	613484	47	3	
32801	SPEN-AS1	729614	13	13	0	0	0	0	0	
32802	SPESP1	246777	17	16	0	0	609399	3	0	
32803	SPG11	80208	4048	2165	4008	326	610844	1117	98	
32804	SPG21	51324	178	145	156	10	608181	62	4	
32805	SPG7	6687	1375	778	1270	143	602783	268	56	
32806	SPHAR	10638	38	37	0	0	0	4	0	
32807	SPHK1	8877	26	26	6	0	603730	2	0	
32808	SPHK2	56848	25	24	9	0	607092	3	0	
32809	SPHKAP	80309	30	30	3	2	611646	0	0	
32810	SPI1	6688	32	23	17	7	165170	2	0	
32811	SPIB	6689	27	27	8	0	606802	4	0	
32812	SPIC	121599	15	15	2	0	612568	3	0	
32813	SPICE1	152185	30	30	1	1	613447	1	0	
32814	SPIDR	23514	69	69	17	5	615384	24	0	
32815	SPIN1	10927	35	35	0	0	609936	3	0	
32816	SPIN2A	54466	144	137	2	0	300621	8	0	
32817	SPIN2B	474343	142	136	0	0	300517	7	0	
32818	SPIN3	169981	142	136	0	0	0	7	0	
32819	SPIN4	139886	142	136	0	0	0	4	0	
32821	SPINDOC	144097	10	10	0	0	0	1	0	
32822	SPINK1	6690	360	175	337	17	167790	73	15	
32823	SPINK13	153218	19	18	0	0	615205	2	0	
32824	SPINK14	408187	22	21	0	0	0	2	0	
32825	SPINK2	6691	23	23	2	1	605753	6	0	
32826	SPINK4	27290	81	80	0	0	613929	9	0	
32827	SPINK5	11005	1130	791	1104	74	605010	294	19	
32828	SPINK6	404203	19	18	0	0	615868	2	0	
32829	SPINK7	84651	19	18	0	0	617288	2	0	
32830	SPINK8	646424	11	11	0	0	0	2	0	
32831	SPINK9	643394	20	19	0	0	613511	3	0	
32832	SPINT1	6692	13	12	3	0	605123	2	0	
32833	SPINT2	10653	104	99	93	12	605124	31	1	
32834	SPINT3	10816	10	10	0	0	613941	0	0	
32835	SPINT4	391253	13	13	0	0	619430	0	0	
32836	SPIRE1	56907	93	89	0	0	609216	8	0	
32837	SPIRE2	84501	76	76	0	0	609217	26	0	
32838	SPN	6693	268	258	6	13	182160	11	0	
32839	SPNS1	83985	140	138	1	2	612583	29	0	
32840	SPNS2	124976	94	84	51	2	612584	21	0	
32841	SPNS3	201305	47	47	0	0	611701	20	0	
32842	SPO11	23626	22	22	2	1	605114	3	0	
32843	SPOCD1	90853	20	20	3	0	619038	5	0	
32844	SPOCK1	6695	35	33	3	1	602264	11	0	
32845	SPOCK2	9806	17	17	4	0	607988	0	0	
32846	SPOCK3	50859	60	60	4	3	607989	8	0	
32847	SPON1	10418	17	17	1	0	604989	1	0	
32848	SPON2	10417	140	139	4	1	605918	12	0	
32849	SPOP	8405	226	203	198	20	602650	162	5	
32850	SPOPL	339745	20	20	0	0	0	1	0	
32852	SPOUT1	51490	49	49	2	0	617614	8	0	
32853	SPP1	6696	33	33	9	0	166490	2	0	
32854	SPP2	6694	156	153	112	1	602637	72	0	
32855	SPPL2A	84888	148	145	118	3	608238	68	0	
32856	SPPL2B	56928	23	23	0	0	608239	6	0	
32857	SPPL2C	162540	80	79	15	0	608284	5	0	
32858	SPPL3	121665	22	22	0	0	608240	6	0	
32859	SPR	6697	218	160	199	24	182125	83	8	
32860	SPRED1	161742	896	603	867	100	609291	281	22	
32861	SPRED2	200734	28	25	7	3	609292	5	0	
32862	SPRED3	399473	11	11	1	0	609293	1	0	
32863	SPRING1	79794	19	19	1	0	0	8	0	
32864	SPRN	503542	107	107	0	0	610447	13	0	
32865	SPRR1A	6698	15	11	0	0	182265	4	0	
32866	SPRR1B	6699	15	11	0	0	182266	4	0	
32867	SPRR2A	6700	17	13	1	0	182267	5	0	
32868	SPRR2B	6701	16	12	0	0	182268	5	0	
32869	SPRR2D	6703	16	12	0	0	617587	5	0	
32870	SPRR2E	6704	17	13	0	0	617588	6	0	
32871	SPRR2F	6705	17	13	0	0	617589	6	0	
32872	SPRR2G	6706	18	14	0	0	617590	6	0	
32873	SPRR3	6707	20	16	5	0	182271	4	0	
32874	SPRR4	163778	15	11	0	0	616363	4	0	
32876	SPRTN	83932	58	55	19	4	616086	3	0	
32877	SPRY1	10252	31	31	6	1	602465	2	0	
32878	SPRY2	10253	77	77	5	0	602466	4	0	
32879	SPRY3	10251	136	131	2	12	300531	10	0	
32880	SPRY4	81848	56	45	35	1	607984	9	2	
32881	SPRY4-AS1	101926941	5	5	0	0	0	0	0	
32882	SPRY4-IT1	100642175	6	6	0	0	617617	1	0	
32883	SPRYD3	84926	11	11	0	0	0	3	0	
32884	SPRYD4	283377	11	11	0	0	0	2	0	
32885	SPRYD7	57213	63	63	0	1	607866	5	0	
32886	SPSB1	80176	52	52	0	2	611657	6	0	
32887	SPSB2	84727	60	56	1	0	611658	13	0	
32888	SPSB3	90864	63	60	3	0	611659	10	0	
32889	SPSB4	92369	23	23	0	0	611660	2	0	
32890	SPTA1	6708	1633	576	1568	97	182860	263	74	
32891	SPTAN1	6709	2934	1807	2872	70	182810	568	128	
32892	SPTB	6710	851	472	755	133	182870	184	26	
32893	SPTBN1	6711	94	94	71	18	182790	46	0	
32895	SPTBN2	6712	1045	716	1013	38	604985	333	50	
32896	SPTBN4	57731	157	140	135	21	606214	36	0	
32897	SPTBN5	51332	51	50	31	0	605916	8	0	
32898	SPTLC1	10558	512	331	476	12	605712	168	14	
32899	SPTLC2	9517	698	534	670	8	605713	261	11	
32900	SPTLC3	55304	37	37	1	2	611120	10	0	
32901	SPTSSA	171546	24	24	0	1	613540	2	0	
32902	SPTSSB	165679	27	27	0	0	610412	5	0	
32903	SPTY2D1	144108	22	22	0	0	0	7	0	
32904	SPX	80763	40	39	0	0	619246	4	0	
32905	SPZ1	84654	18	18	6	0	618068	5	0	
32906	SQLE	6713	52	52	0	0	602019	4	0	
32907	SQLE-DT	105375744	23	23	0	0	0	1	0	
32908	SQOR	58472	18	17	2	2	617658	3	0	
32909	SQSTM1	8878	761	542	715	30	601530	254	20	
32910	SRA1	10011	62	55	33	0	603819	9	1	
32911	SRARP	149563	25	25	0	0	619448	5	0	
32912	SRBD1	55133	29	29	0	0	0	5	0	
32913	SRC	6714	69	61	48	2	190090	2	0	
32914	SRCAP	10847	887	620	855	64	611421	253	20	
32915	SRCIN1	80725	10	10	1	0	610786	1	0	
32916	SRD5A1	6715	98	98	3	0	184753	1	0	
32917	SRD5A2	6716	324	211	288	63	607306	50	5	
32918	SRD5A3	79644	253	196	232	19	611715	93	9	
32919	SRD5A3-AS1	100506462	137	113	0	6	0	64	0	
32920	SREBF1	6720	148	140	23	4	184756	3	0	
32921	SREBF2	6721	71	68	40	1	600481	8	0	
32923	SREK1	140890	18	18	0	0	609268	4	0	
